,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
1424189,2017-06-23 15:25:33,2017-06-23 15:33:23,470,Aberdeen St & Jackson Blvd,Financial Pl & Congress Pkwy,Subscriber,Male,1976.0
328448,2017-03-09 19:28:32,2017-03-09 19:34:18,346,Larrabee St & Webster Ave,Dayton St & North Ave,Subscriber,Male,1976.0
1511014,2017-06-28 10:08:19,2017-06-28 10:22:53,874,Ashland Ave & Lake St,Franklin St & Monroe St,Subscriber,Male,1972.0
1503016,2017-06-27 18:57:30,2017-06-27 19:08:55,685,Clark St & Lincoln Ave,Racine Ave & Fullerton Ave,Subscriber,Male,1967.0
1287704,2017-06-15 10:43:35,2017-06-15 11:03:35,1200,Streeter Dr & Grand Ave,Theater on the Lake,Subscriber,Female,1987.0
424604,2017-03-30 16:04:29,2017-03-30 16:06:45,136,Clinton St & Jackson Blvd,Franklin St & Quincy St,Subscriber,Male,1993.0
1250460,2017-06-12 17:43:11,2017-06-12 18:02:52,1181,Burnham Harbor,Lake Shore Dr & Monroe St,Customer,,
311552,2017-03-07 13:21:44,2017-03-07 13:46:56,1512,Lake Shore Dr & North Blvd,Theater on the Lake,Customer,,
601155,2017-04-20 06:50:50,2017-04-20 07:03:47,777,Clark St & Lincoln Ave,Clark St & Randolph St,Subscriber,Male,1992.0
668122,2017-04-25 21:55:04,2017-04-25 22:07:18,734,Clark St & Chicago Ave,Halsted St & Dickens Ave,Subscriber,Male,1981.0
87078,2017-01-25 14:20:25,2017-01-25 14:30:28,603,Dearborn St & Monroe St,Morgan St & Lake St,Subscriber,Male,1993.0
719470,2017-05-03 15:36:32,2017-05-03 15:43:47,435,Federal St & Polk St,Dearborn St & Adams St,Subscriber,Female,1973.0
720125,2017-05-03 16:31:16,2017-05-03 16:45:34,858,Racine Ave & 18th St,Financial Pl & Congress Pkwy,Subscriber,Male,1988.0
1506551,2017-06-28 05:31:16,2017-06-28 05:44:21,785,Streeter Dr & Grand Ave,Dearborn St & Monroe St,Subscriber,Male,1957.0
574073,2017-04-17 15:23:09,2017-04-17 15:46:20,1391,Lakefront Trail & Bryn Mawr Ave,Lake Shore Dr & Diversey Pkwy,Subscriber,Male,1983.0
1259691,2017-06-13 09:47:33,2017-06-13 10:11:33,1440,Rush St & Superior St,Shedd Aquarium,Customer,,
673429,2017-04-26 12:37:35,2017-04-26 13:03:00,1525,Cannon Dr & Fullerton Ave,Rush St & Cedar St,Customer,,
1285644,2017-06-15 08:19:22,2017-06-15 08:34:31,909,Lake Shore Dr & Monroe St,LaSalle St & Adams St,Subscriber,Male,1939.0
1422541,2017-06-23 13:56:40,2017-06-23 14:26:40,1800,Lake Park Ave & 47th St,Field Museum,Subscriber,Female,1983.0
678476,2017-04-26 18:18:09,2017-04-26 18:25:39,450,Benson Ave & Church St,University Library (NU),Subscriber,Female,1988.0
3618,2017-01-02 21:39:33,2017-01-02 21:50:06,633,Eckhart Park,Sheffield Ave & Willow St,Subscriber,Male,1990.0
563634,2017-04-16 16:14:15,2017-04-16 16:41:11,1616,Lake Shore Dr & Belmont Ave,Michigan Ave & Oak St,Customer,,
1178551,2017-06-08 17:31:51,2017-06-08 17:38:11,380,Sheffield Ave & Wellington Ave,Sheffield Ave & Webster Ave,Subscriber,Male,1990.0
712467,2017-05-02 17:52:31,2017-05-02 18:02:22,591,Ravenswood Ave & Lawrence Ave,Damen Ave & Foster Ave,Subscriber,Male,1978.0
178865,2017-02-15 16:47:05,2017-02-15 16:49:35,150,Franklin St & Lake St,Kingsbury St & Kinzie St,Subscriber,Male,1989.0
593419,2017-04-19 07:41:14,2017-04-19 07:55:41,867,Halsted St & Roscoe St,Ravenswood Ave & Berteau Ave,Subscriber,Female,1993.0
25985,2017-01-10 18:23:30,2017-01-10 18:28:13,283,Clinton St & Jackson Blvd,Peoria St & Jackson Blvd,Subscriber,Male,1987.0
792834,2017-05-11 19:23:51,2017-05-11 19:32:36,525,Ellis Ave & 58th St,Shore Dr & 55th St,Subscriber,Female,1987.0
1310798,2017-06-16 17:16:35,2017-06-16 17:32:31,956,Clinton St & Washington Blvd,Halsted St & Blackhawk St (*),Subscriber,Male,1970.0
1117140,2017-06-05 01:59:31,2017-06-05 02:03:46,255,Broadway & Berwyn Ave,Clark St & Berwyn Ave,Subscriber,Male,1977.0
464746,2017-04-06 19:23:12,2017-04-06 19:27:26,254,University Ave & 57th St,Ellis Ave & 53rd St,Subscriber,Male,1993.0
1542487,2017-06-30 14:22:28,2017-06-30 14:27:49,321,Ashland Ave & Chicago Ave,Damen Ave & Grand Ave,Subscriber,Male,1981.0
1512642,2017-06-28 15:20:01,2017-06-28 15:24:17,256,Canal St & Harrison St,Clinton St & Madison St,Subscriber,Female,1987.0
912184,2017-05-21 15:56:18,2017-05-21 16:16:01,1183,Shedd Aquarium,Morgan St & 18th St,Subscriber,Female,1990.0
486081,2017-04-09 08:43:45,2017-04-09 08:59:03,918,Michigan Ave & Oak St,Streeter Dr & Grand Ave,Customer,,
324865,2017-03-09 10:04:35,2017-03-09 10:16:03,688,Orleans St & Merchandise Mart Plaza,McClurg Ct & Erie St,Subscriber,Female,1990.0
1007020,2017-05-29 14:49:13,2017-05-29 15:01:19,726,Racine Ave & Wrightwood Ave,Theater on the Lake,Subscriber,Male,1991.0
724306,2017-05-03 22:48:37,2017-05-03 22:51:37,180,Stetson Ave & South Water St,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1983.0
521400,2017-04-12 17:38:56,2017-04-12 17:47:35,519,Michigan Ave & Washington St,Clinton St & Washington Blvd,Subscriber,Male,1972.0
1092421,2017-06-03 16:14:36,2017-06-03 16:20:24,348,Rush St & Superior St,Mies van der Rohe Way & Chestnut St,Subscriber,Female,1985.0
646553,2017-04-24 12:54:19,2017-04-24 13:22:37,1698,Theater on the Lake,Broadway & Barry Ave,Customer,,
458656,2017-04-05 17:14:39,2017-04-05 17:21:44,425,Michigan Ave & Jackson Blvd,Michigan Ave & 14th St,Subscriber,Female,1983.0
1049400,2017-06-01 08:43:51,2017-06-01 08:48:35,284,Michigan Ave & Lake St,Wabash Ave & Grand Ave,Subscriber,Female,1992.0
860167,2017-05-16 17:47:32,2017-05-16 17:53:07,335,Broadway & Waveland Ave,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1952.0
52224,2017-01-18 18:44:08,2017-01-18 18:48:51,283,Sheffield Ave & Wellington Ave,Broadway & Barry Ave,Subscriber,Male,1989.0
644788,2017-04-24 09:04:57,2017-04-24 09:09:59,302,Clinton St & Jackson Blvd,Wacker Dr & Washington St,Subscriber,Male,1979.0
439044,2017-04-01 22:37:26,2017-04-01 22:40:12,166,Sheridan Rd & Irving Park Rd,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1992.0
913426,2017-05-21 17:28:41,2017-05-21 17:50:46,1325,Clarendon Ave & Gordon Ter,Theater on the Lake,Customer,,
1408326,2017-06-22 15:53:44,2017-06-22 16:02:08,504,State St & 33rd St,MLK Jr Dr & 29th St,Subscriber,Male,1991.0
206042,2017-02-18 16:31:33,2017-02-18 16:58:19,1606,Lake Shore Dr & Monroe St,Mies van der Rohe Way & Chicago Ave,Customer,,
901323,2017-05-20 14:31:41,2017-05-20 14:52:07,1226,Field Museum,Buckingham Fountain,Customer,,
1090415,2017-06-03 15:00:22,2017-06-03 15:34:37,2055,Lake Shore Dr & Monroe St,Dusable Harbor,Customer,,
85637,2017-01-25 08:28:49,2017-01-25 08:42:25,816,Wells St & Elm St,Franklin St & Quincy St,Subscriber,Male,1982.0
924143,2017-05-22 16:40:52,2017-05-22 16:47:29,397,Wabash Ave & Adams St,Michigan Ave & Lake St,Subscriber,Male,1983.0
848882,2017-05-15 23:30:02,2017-05-15 23:38:10,488,Southport Ave & Waveland Ave,Wilton Ave & Belmont Ave,Subscriber,Male,1960.0
1465251,2017-06-25 16:56:45,2017-06-25 17:05:31,526,Wabash Ave & 16th St,Burnham Harbor,Subscriber,Female,1987.0
541102,2017-04-15 10:00:09,2017-04-15 10:08:06,477,Chicago Ave & Washington St,Benson Ave & Church St,Subscriber,Male,1980.0
571760,2017-04-17 11:27:35,2017-04-17 11:30:43,188,Clark St & Winnemac Ave,Clark St & Berwyn Ave,Subscriber,Male,1979.0
397585,2017-03-24 16:54:47,2017-03-24 17:03:59,552,Franklin St & Chicago Ave,Mies van der Rohe Way & Chestnut St,Customer,,
497344,2017-04-09 18:53:25,2017-04-09 20:03:26,4201,Michigan Ave & Washington St,Federal St & Polk St,Customer,,
412550,2017-03-28 08:50:59,2017-03-28 08:56:33,334,Canal St & Adams St,Clinton St & Polk St (*),Subscriber,Male,1978.0
490775,2017-04-09 13:42:01,2017-04-09 15:49:16,7635,Streeter Dr & Grand Ave,Theater on the Lake,Subscriber,Male,1987.0
1484933,2017-06-26 18:58:33,2017-06-26 19:19:36,1263,McClurg Ct & Illinois St,Lakeview Ave & Fullerton Pkwy,Subscriber,Female,1989.0
882209,2017-05-18 08:49:08,2017-05-18 09:02:47,819,Kingsbury St & Erie St,Franklin St & Monroe St,Subscriber,Male,1959.0
183425,2017-02-16 13:12:11,2017-02-16 13:16:26,255,Michigan Ave & Lake St,Wabash Ave & Adams St,Subscriber,Male,1971.0
731093,2017-05-04 17:54:43,2017-05-04 17:59:38,295,Elston Ave & Wabansia Ave,Paulina Ave & North Ave,Subscriber,Female,1984.0
1094367,2017-06-03 17:21:44,2017-06-03 17:29:11,447,Damen Ave & Augusta Blvd,Artesian Ave & Hubbard St,Subscriber,Male,1972.0
1266406,2017-06-13 17:25:23,2017-06-13 17:38:16,773,Lake Shore Dr & Monroe St,Wabash Ave & Roosevelt Rd,Customer,,
1509402,2017-06-28 08:26:07,2017-06-28 08:32:51,404,MLK Jr Dr & 29th St,State St & 33rd St,Subscriber,Male,1995.0
946518,2017-05-25 06:16:09,2017-05-25 06:20:47,278,Ravenswood Ave & Lawrence Ave,Ravenswood Ave & Berteau Ave,Subscriber,Male,1994.0
1253473,2017-06-12 19:44:28,2017-06-12 20:01:09,1001,McClurg Ct & Illinois St,Michigan Ave & 18th St,Subscriber,Male,1992.0
1535395,2017-06-30 06:43:48,2017-06-30 07:04:31,1243,Calumet Ave & 33rd St,Dusable Harbor,Subscriber,Male,1991.0
1055969,2017-06-01 16:57:40,2017-06-01 17:14:47,1027,Lake Shore Dr & Monroe St,Adler Planetarium,Customer,,
1398901,2017-06-21 22:01:42,2017-06-21 22:23:44,1322,Wabash Ave & Roosevelt Rd,Ashland Ave & Blackhawk St,Subscriber,Male,1900.0
604502,2017-04-20 11:58:31,2017-04-20 12:09:14,643,Kimbark Ave & 53rd St,Prairie Ave & Garfield Blvd,Subscriber,Male,1981.0
882355,2017-05-18 08:57:14,2017-05-18 09:12:21,907,Wood St & Milwaukee Ave,Clinton St & Lake St,Subscriber,Male,1983.0
998118,2017-05-28 21:26:18,2017-05-28 21:52:37,1579,Lake Shore Dr & Monroe St,Lake Shore Dr & Monroe St,Customer,,
1196523,2017-06-09 17:01:50,2017-06-09 17:06:41,291,Franklin St & Monroe St,Franklin St & Lake St,Subscriber,Male,1973.0
879077,2017-05-17 22:19:29,2017-05-17 22:31:30,721,Damen Ave & Augusta Blvd,Leavitt St & North Ave,Subscriber,Male,1986.0
848556,2017-05-15 21:45:33,2017-05-15 21:48:52,199,Ravenswood Ave & Montrose Ave (*),Clark St & Montrose Ave,Subscriber,Male,1987.0
1492572,2017-06-27 10:39:52,2017-06-27 10:55:05,913,Wells St & Concord Ln,LaSalle St & Washington St,Subscriber,Female,1973.0
766671,2017-05-08 23:16:42,2017-05-08 23:26:05,563,McClurg Ct & Erie St,Clinton St & Washington Blvd,Subscriber,Male,1965.0
654334,2017-04-25 03:56:16,2017-04-25 04:12:14,958,Blue Island Ave & 18th St,Halsted St & 37th St,Subscriber,Male,1977.0
1456621,2017-06-25 11:12:44,2017-06-25 11:32:03,1159,Theater on the Lake,McClurg Ct & Illinois St,Subscriber,Female,1992.0
481583,2017-04-08 16:23:58,2017-04-08 16:39:12,914,Ashland Ave & Lake St,Damen Ave & Division St,Customer,,
1257957,2017-06-13 08:11:56,2017-06-13 08:31:04,1148,Western Ave & Division St,State St & Kinzie St,Subscriber,Male,1992.0
340434,2017-03-13 17:02:22,2017-03-13 17:12:50,628,Broadway & Cornelia Ave,Clark St & Wellington Ave,Subscriber,Female,1992.0
1137732,2017-06-06 11:08:22,2017-06-06 11:52:59,2677,Streeter Dr & Grand Ave,Lake Shore Dr & Monroe St,Customer,,
217007,2017-02-19 15:22:56,2017-02-19 15:30:29,453,Sheridan Rd & Irving Park Rd,Sheridan Rd & Montrose Ave,Subscriber,Male,1946.0
1032039,2017-05-31 07:42:25,2017-05-31 07:51:47,562,Eckhart Park,Morgan St & Lake St,Subscriber,Male,1974.0
658394,2017-04-25 11:01:17,2017-04-25 11:25:25,1448,California Ave & 26th St,Aberdeen St & Jackson Blvd,Subscriber,Female,1979.0
122330,2017-02-03 08:13:35,2017-02-03 08:18:59,324,Aberdeen St & Monroe St,Clinton St & Madison St,Subscriber,Male,1982.0
208918,2017-02-18 23:10:35,2017-02-18 23:24:44,849,McClurg Ct & Illinois St,McClurg Ct & Erie St,Customer,,
427014,2017-03-31 07:29:17,2017-03-31 07:35:11,354,Canal St & Madison St,Daley Center Plaza,Subscriber,Male,1979.0
308436,2017-03-07 06:07:34,2017-03-07 06:26:33,1139,Damen Ave & Grand Ave,LaSalle St & Jackson Blvd,Subscriber,Male,1978.0
1346323,2017-06-18 20:22:21,2017-06-18 20:26:21,240,Wells St & Polk St,Clinton St & Tilden St,Subscriber,Male,1994.0
849578,2017-05-16 06:48:15,2017-05-16 06:55:42,447,Financial Pl & Congress Pkwy,Canal St & Madison St,Subscriber,Male,1979.0
688696,2017-04-28 08:00:06,2017-04-28 08:17:15,1029,Clinton St & Madison St,Mies van der Rohe Way & Chestnut St,Subscriber,Female,1983.0
576337,2017-04-17 17:23:26,2017-04-17 17:36:05,759,Millennium Park,McClurg Ct & Illinois St,Subscriber,Male,1987.0
1274187,2017-06-14 07:59:08,2017-06-14 08:02:32,204,Richmond St & Diversey Ave,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1982.0
555863,2017-04-15 19:47:04,2017-04-15 20:40:35,3211,State St & Randolph St,Streeter Dr & Grand Ave,Customer,,
1157809,2017-06-07 15:53:51,2017-06-07 16:16:46,1375,Lake Shore Dr & Diversey Pkwy,Lake Shore Dr & Wellington Ave,Customer,,
372215,2017-03-21 07:51:45,2017-03-21 07:59:23,458,Wells St & Huron St,Wacker Dr & Washington St,Subscriber,Male,1973.0
918521,2017-05-22 09:24:31,2017-05-22 09:47:51,1400,Lake Park Ave & 35th St,Burnham Harbor,Customer,,
160827,2017-02-12 13:34:20,2017-02-12 13:47:35,795,Wolcott Ave & Polk St,Damen Ave & Chicago Ave,Subscriber,Male,1991.0
824670,2017-05-14 10:38:05,2017-05-14 10:59:40,1295,Michigan Ave & Oak St,Theater on the Lake,Customer,,
407261,2017-03-27 12:53:48,2017-03-27 13:14:53,1265,Lake Shore Dr & Belmont Ave,Streeter Dr & Grand Ave,Subscriber,Female,1982.0
67346,2017-01-21 15:59:38,2017-01-22 15:43:06,85408,Clark St & Schreiber Ave,Clark St & Schreiber Ave,Customer,,
901684,2017-05-20 15:27:10,2017-05-20 16:16:09,2939,Lake Shore Dr & Monroe St,Shedd Aquarium,Customer,,
1476932,2017-06-26 13:29:49,2017-06-26 13:34:59,310,Kingsbury St & Kinzie St,Larrabee St & Kingsbury St,Customer,,
769377,2017-05-09 13:19:09,2017-05-09 13:34:15,906,Lake Shore Dr & Monroe St,Shedd Aquarium,Customer,,
575774,2017-04-17 17:04:37,2017-04-17 17:13:33,536,Michigan Ave & Lake St,Canal St & Madison St,Subscriber,Male,1978.0
1038713,2017-05-31 16:18:42,2017-05-31 16:31:18,756,McClurg Ct & Erie St,Millennium Park,Subscriber,Male,1967.0
1469026,2017-06-25 20:10:03,2017-06-25 20:19:27,564,Wilton Ave & Belmont Ave,Sheffield Ave & Waveland Ave,Subscriber,Male,1972.0
1138541,2017-06-06 12:19:29,2017-06-06 12:26:21,412,Morgan St & Polk St,Wolcott Ave & Polk St,Subscriber,Male,1988.0
1128074,2017-06-05 17:28:30,2017-06-05 17:43:36,906,McClurg Ct & Erie St,Ogden Ave & Chicago Ave,Subscriber,Female,1986.0
315279,2017-03-07 19:10:56,2017-03-07 19:19:22,506,Dorchester Ave & 63rd St,University Ave & 57th St,Subscriber,Female,1990.0
1183948,2017-06-08 22:41:13,2017-06-08 23:05:55,1482,LaSalle St & Washington St,Wood St & Division St,Subscriber,Female,1987.0
1284736,2017-06-15 07:39:54,2017-06-15 07:50:00,606,Montrose Harbor,Clarendon Ave & Gordon Ter,Subscriber,Male,1986.0
1484269,2017-06-26 18:29:43,2017-06-26 18:39:13,570,Keystone Ave & Fullerton Ave,Kedzie Ave & Palmer Ct,Subscriber,Male,1990.0
730102,2017-05-04 17:06:14,2017-05-04 17:12:38,384,Wabash Ave & Wacker Pl,Michigan Ave & Washington St,Subscriber,Female,1993.0
1098971,2017-06-03 21:27:21,2017-06-03 21:36:15,534,Montrose Harbor,Clarendon Ave & Leland Ave,Subscriber,Female,1985.0
731041,2017-05-04 17:51:45,2017-05-04 17:57:51,366,Dearborn St & Adams St,Financial Pl & Congress Pkwy,Subscriber,Female,1983.0
738139,2017-05-05 16:22:19,2017-05-05 16:36:42,863,Halsted St & Blackhawk St (*),Clark St & Wellington Ave,Subscriber,Male,1987.0
117267,2017-02-01 22:58:45,2017-02-01 23:08:31,586,Wacker Dr & Washington St,Dearborn St & Erie St,Subscriber,Female,1974.0
603187,2017-04-20 08:57:00,2017-04-20 09:02:56,356,Clinton St & Jackson Blvd,Clark St & Congress Pkwy,Subscriber,Male,1968.0
1047649,2017-06-01 07:30:42,2017-06-01 07:32:54,132,Clinton St & Washington Blvd,Canal St & Monroe St (*),Subscriber,Male,1967.0
888911,2017-05-18 17:10:41,2017-05-18 17:32:43,1322,Stockton Dr & Wrightwood Ave,Michigan Ave & Oak St,Customer,,
1216958,2017-06-10 18:01:24,2017-06-10 18:21:57,1233,Lake Shore Dr & Ohio St,Streeter Dr & Grand Ave,Customer,,
234563,2017-02-21 16:21:38,2017-02-21 16:23:42,124,Southport Ave & Roscoe St,Lincoln Ave & Roscoe St,Subscriber,Male,1962.0
932126,2017-05-23 08:34:46,2017-05-23 08:47:31,765,Financial Pl & Congress Pkwy,Morgan St & Lake St,Subscriber,Male,1976.0
968370,2017-05-27 08:40:52,2017-05-27 09:22:34,2502,Stetson Ave & South Water St,Theater on the Lake,Customer,,
1305548,2017-06-16 13:00:06,2017-06-16 13:03:43,217,Lincoln Ave & Roscoe St,Ashland Ave & Wellington Ave,Subscriber,Male,1993.0
987388,2017-05-28 11:10:55,2017-05-28 11:21:45,650,Ravenswood Ave & Irving Park Rd,Clark St & Grace St,Subscriber,Male,1989.0
551673,2017-04-15 16:26:47,2017-04-15 16:50:43,1436,Indiana Ave & Roosevelt Rd,Adler Planetarium,Customer,,
1117064,2017-06-05 00:34:34,2017-06-05 00:50:49,975,Marine Dr & Ainslie St,Lakefront Trail & Bryn Mawr Ave,Customer,,
922129,2017-05-22 14:49:21,2017-05-22 14:53:18,237,Wabash Ave & Roosevelt Rd,Wabash Ave & 16th St,Subscriber,Female,1976.0
1487117,2017-06-26 21:36:38,2017-06-26 21:41:12,274,Clinton St & Jackson Blvd,Peoria St & Jackson Blvd,Subscriber,Female,1995.0
812821,2017-05-13 13:07:46,2017-05-13 13:34:39,1613,Orleans St & Ohio St,Clifton Ave & Armitage Ave,Subscriber,Female,1994.0
507141,2017-04-11 08:35:33,2017-04-11 08:45:21,588,Lake Shore Dr & Ohio St,Larrabee St & Kingsbury St,Subscriber,Male,1991.0
500870,2017-04-10 09:35:32,2017-04-10 09:41:24,352,Clinton St & Washington Blvd,Daley Center Plaza,Subscriber,Male,1975.0
1128110,2017-06-05 17:30:41,2017-06-05 17:47:30,1009,Clybourn Ave & Division St,Sheffield Ave & Wellington Ave,Subscriber,Female,1991.0
976815,2017-05-27 15:29:34,2017-05-27 15:38:43,549,Lake Shore Dr & Monroe St,Columbus Dr & Randolph St,Customer,,
345119,2017-03-15 16:26:32,2017-03-15 16:30:07,215,Clinton St & Washington Blvd,Canal St & Adams St,Subscriber,Male,1968.0
694611,2017-04-28 17:35:04,2017-04-28 17:53:37,1113,Streeter Dr & Grand Ave,McClurg Ct & Illinois St,Customer,,
885975,2017-05-18 14:51:59,2017-05-18 15:06:05,846,LaSalle St & Jackson Blvd,Lake Shore Dr & Ohio St,Subscriber,Male,1982.0
1000344,2017-05-29 09:37:23,2017-05-29 09:46:57,574,Franklin St & Monroe St,Dearborn St & Erie St,Subscriber,Male,1994.0
1013141,2017-05-29 18:48:17,2017-05-29 19:21:29,1992,Bissell St & Armitage Ave,Kedzie Ave & Palmer Ct,Customer,,
1506178,2017-06-27 23:07:08,2017-06-27 23:13:03,355,Western Ave & 28th St,Leavitt St & Archer Ave,Subscriber,Male,1988.0
209516,2017-02-19 08:43:04,2017-02-19 08:56:18,794,Indiana Ave & Roosevelt Rd,Streeter Dr & Grand Ave,Subscriber,Female,1993.0
190051,2017-02-17 13:45:03,2017-02-17 14:06:22,1279,Shedd Aquarium,Dusable Harbor,Customer,,
1286612,2017-06-15 09:02:17,2017-06-15 09:19:31,1034,Lincoln Ave & Leavitt St,Greenview Ave & Diversey Pkwy,Subscriber,Male,1969.0
841920,2017-05-15 16:13:57,2017-05-15 16:31:14,1037,Franklin St & Monroe St,Michigan Ave & Oak St,Subscriber,Female,1980.0
1072690,2017-06-02 16:11:56,2017-06-02 16:26:01,845,State St & Van Buren St,Orleans St & Ohio St,Subscriber,Male,1985.0
1404048,2017-06-22 10:23:21,2017-06-22 10:27:09,228,Marshfield Ave & Cortland St,Paulina Ave & North Ave,Subscriber,Male,1983.0
1254197,2017-06-12 20:32:16,2017-06-12 20:45:12,776,Winchester Ave & Elston Ave,Kimball Ave & Belmont Ave,Subscriber,Male,1988.0
1539313,2017-06-30 10:54:41,2017-06-30 11:30:57,2176,Streeter Dr & Grand Ave,Streeter Dr & Grand Ave,Customer,,
95802,2017-01-27 10:11:19,2017-01-27 10:36:24,1505,Clark St & Wellington Ave,Clark St & Lake St,Subscriber,Female,1976.0
555452,2017-04-15 19:16:34,2017-04-15 19:36:29,1195,Theater on the Lake,Michigan Ave & Oak St,Customer,,
653558,2017-04-24 20:17:12,2017-04-24 20:30:11,779,Canal St & Madison St,McClurg Ct & Erie St,Subscriber,Male,1991.0
733580,2017-05-05 06:39:45,2017-05-05 06:50:57,672,Canal St & Adams St,Noble St & Milwaukee Ave,Subscriber,Male,1987.0
1145694,2017-06-06 18:13:04,2017-06-06 18:17:07,243,Sheffield Ave & Willow St,Sheffield Ave & Kingsbury St,Subscriber,Male,1992.0
387281,2017-03-23 16:40:04,2017-03-23 16:46:15,371,Canal St & Taylor St,Canal St & Monroe St (*),Subscriber,Male,1970.0
69332,2017-01-21 21:00:20,2017-01-21 21:31:19,1859,Stetson Ave & South Water St,Michigan Ave & Congress Pkwy,Customer,,
331192,2017-03-10 12:06:01,2017-03-10 12:10:56,295,Halsted St & Polk St,Peoria St & Jackson Blvd,Subscriber,Female,1984.0
805348,2017-05-12 18:14:49,2017-05-12 18:23:11,502,LaSalle St & Illinois St,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1977.0
1416923,2017-06-23 06:07:43,2017-06-23 06:12:35,292,Financial Pl & Congress Pkwy,Canal St & Monroe St (*),Subscriber,Male,1965.0
132983,2017-02-06 13:04:51,2017-02-06 13:51:51,2820,Field Museum,Rush St & Hubbard St,Customer,,
359389,2017-03-18 17:29:02,2017-03-18 17:48:44,1182,Clark St & North Ave,Wood St & Milwaukee Ave,Subscriber,Male,1993.0
432136,2017-04-01 08:49:44,2017-04-01 08:56:04,380,Cityfront Plaza Dr & Pioneer Ct,Stetson Ave & South Water St,Subscriber,Male,1983.0
9033,2017-01-04 08:27:58,2017-01-04 08:46:19,1101,Clinton St & Roosevelt Rd,Columbus Dr & Randolph St,Subscriber,Male,1966.0
979085,2017-05-27 16:51:03,2017-05-27 17:52:45,3702,Streeter Dr & Grand Ave,Streeter Dr & Grand Ave,Customer,,
411237,2017-03-28 06:48:55,2017-03-28 06:54:47,352,McClurg Ct & Illinois St,Dearborn St & Erie St,Subscriber,Male,1989.0
289414,2017-03-03 09:01:37,2017-03-03 09:21:51,1214,Seeley Ave & Roscoe St,Dayton St & North Ave,Subscriber,Male,1987.0
759859,2017-05-08 10:22:22,2017-05-08 10:34:29,727,Loomis St & Lexington St,Clinton St & Madison St,Subscriber,Male,1964.0
1145041,2017-06-06 17:51:51,2017-06-06 18:10:57,1146,Green St & Madison St,Wood St & Milwaukee Ave,Subscriber,Male,1976.0
1260330,2017-06-13 11:08:20,2017-06-13 11:27:52,1172,Sheridan Rd & Loyola Ave,Paulina St & Montrose Ave,Subscriber,Male,1979.0
909211,2017-05-21 13:03:58,2017-05-21 13:10:36,398,Michigan Ave & Jackson Blvd,Millennium Park,Customer,,
1225647,2017-06-11 11:28:34,2017-06-11 11:49:23,1249,Clark St & North Ave,Sheffield Ave & Kingsbury St,Customer,,
240521,2017-02-22 08:37:36,2017-02-22 08:45:45,489,Western Ave & Congress Pkwy,Ashland Ave & Harrison St,Subscriber,Female,1987.0
1047392,2017-06-01 07:18:23,2017-06-01 07:30:44,741,Clarendon Ave & Junior Ter,Sheffield Ave & Wellington Ave,Subscriber,Male,1984.0
120494,2017-02-02 17:31:21,2017-02-02 17:38:35,434,Kingsbury St & Kinzie St,Morgan St & Lake St,Subscriber,Male,1977.0
757302,2017-05-08 06:53:01,2017-05-08 07:15:53,1372,Marshfield Ave & Cortland St,LaSalle St & Adams St,Subscriber,Male,1970.0
552756,2017-04-15 17:09:21,2017-04-15 17:35:11,1550,Green St & Madison St,Clark St & Elm St,Customer,,
698331,2017-04-29 12:13:22,2017-04-29 12:50:14,2212,Ravenswood Ave & Berteau Ave,Ravenswood Ave & Berteau Ave,Subscriber,Female,1958.0
1427486,2017-06-23 17:15:36,2017-06-23 17:31:00,924,LaSalle St & Adams St,Calumet Ave & 21st St,Subscriber,Male,1985.0
824435,2017-05-14 10:21:52,2017-05-14 10:48:01,1569,Montrose Harbor,Lakeview Ave & Fullerton Pkwy,Subscriber,Female,1958.0
73140,2017-01-23 06:58:53,2017-01-23 07:04:02,309,Halsted St & Wrightwood Ave,Sheffield Ave & Webster Ave,Subscriber,Male,1985.0
162756,2017-02-13 06:33:10,2017-02-13 06:38:23,313,Wabash Ave & Roosevelt Rd,Financial Pl & Congress Pkwy,Subscriber,Male,1977.0
189594,2017-02-17 12:54:52,2017-02-17 12:56:21,89,Desplaines St & Kinzie St,Milwaukee Ave & Grand Ave,Subscriber,Male,1991.0
1288176,2017-06-15 11:29:14,2017-06-15 11:30:26,72,Clarendon Ave & Junior Ter,Clarendon Ave & Junior Ter,Subscriber,Male,1994.0
907185,2017-05-21 11:11:07,2017-05-21 11:18:21,434,Orleans St & Ohio St,Clinton St & Madison St,Subscriber,Female,1992.0
306952,2017-03-06 18:10:28,2017-03-06 18:15:44,316,Lake Park Ave & 56th St,Cornell Ave & Hyde Park Blvd,Subscriber,Female,1976.0
712680,2017-05-02 18:05:58,2017-05-02 18:13:52,474,Wabash Ave & Adams St,Canal St & Madison St,Subscriber,Male,1953.0
771351,2017-05-09 17:01:24,2017-05-09 17:13:56,752,Clark St & Congress Pkwy,McClurg Ct & Illinois St,Subscriber,Male,1983.0
